lon	lat
33.7668714739623	-58.9219138157707
33.2676532125376	-58.9211351777165
32.9256595201211	-58.7803256254929
32.5029585671241	-58.8361442530347
32.1222833866288	-58.7916864019484
31.3441378614582	-58.9567167774293
30.7258186161966	-58.9816789189388
29.8141627377987	-59.172634210439
29.312141946074	-59.1540339137567
28.7556250411162	-59.2305291101735
28.4991410193356	-59.1390237038637
28.1873737645758	-59.1439970535816
27.9334197829418	-59.0512312862891
27.4991387310472	-59.0877753302765
27.1243197652779	-59.0262022337277
26.6894717839211	-59.0595796720223
26.4410345319804	-58.963474990471
26.1310005449386	-58.9626951069783
25.8851978915782	-58.8653933543636
25.8249961519389	-58.8009852639738
25.7099537808113	-58.5122888690048
25.5333531070802	-58.3190670092065
25.0088088472078	-57.8980125957376
24.5429871411046	-57.69904839267
23.9890640095524	-57.2097256260317
23.7780045814972	-56.9501640169493
23.6367261696973	-56.5972806585356
23.8197041377099	-56.4755316191075
23.8333282837344	-56.3175704782184
23.7820304232214	-56.2529022342686
23.5641618721864	-56.151855254815
23.2816518928526	-56.1431979983142
23.0168046873301	-55.9762028612058
22.6874762545861	-55.9009667496841
22.4276946825153	-55.7326619520625
21.8014094863518	-55.8000457545881
21.2440299443768	-55.772333905946
20.6147048146635	-55.8324114004629
20.409882833804	-55.7250569721915
20.015121295722	-55.7319705038905
19.695725308089	-55.647283571621
19.3018064364934	-55.6514198503101
19.0619637860284	-55.4750278364466
18.513221697061	-55.4324343072628
18.045187627604	-55.2982353564963
17.5379472823588	-55.3172265353368
17.3101254395037	-55.1370668781684
17.0038192156676	-55.0442726150589
16.780795715439	-54.8631754254874
16.3964029258708	-54.8560272662538
16.0952973076287	-54.7605950176347
15.712284454489	-54.7508025601306
15.530577059193	-54.6346659567402
15.2657035504365	-54.6043228908566
15.0863540084651	-54.4874640683635
14.823063813699	-54.4559574685126
14.6460589450374	-54.3383934056209
14.3843654393464	-54.3057379868678
14.2096913119945	-54.1874855133312
13.9496067705796	-54.1536960199696
13.7772487399491	-54.0347718111647
13.2880739067094	-54.0322407486189
12.8881851257657	-53.9436508144242
11.9374879240566	-53.9955294968952
11.623401696252	-53.9628147211315
